,value,Target,taxa,CAZy.ID,pathway_completeness_abundance,pathway_capacity
31999,3.2.1.50,Heparan Sulfate,Akkermansia muciniphila,GH89,1,5.31745977923797
32000,3.2.1.50,Heparan Sulfate,Cellvibrio japonicus,CBM32,0,2.09748888537804
32001,3.2.1.50,Heparan Sulfate,Bacteroides xylanisolvens,GH89,1,5.75584866860618
32002,3.2.1.50,Heparan Sulfate,Acidobacterium capsulatum,GH89,1,2.32592530880298
32003,3.2.1.50,Heparan Sulfate,Streptomyces bingchenggensis,CBM32,1,2.54626192656466
32004,3.2.1.50,Heparan Sulfate,Caulobacter segnis,GH89,1,2.1633704778562097
32005,3.2.1.50,Heparan Sulfate,Clostridium perfringens,CBM32,1,4.09243971490905
32006,3.2.1.50,Heparan Sulfate,Hahella chejuensis,CBM32,0,2.20484460903575
32007,3.2.1.50,Heparan Sulfate,Caldicellulosiruptor saccharolyticus,CBM32,1,3.08250230944543
32008,3.2.1.50,Heparan Sulfate,Clostridium perfringens,CBM32,1,4.09243971490905
32009,3.2.1.50,Heparan Sulfate,Pedobacter heparinus,GH89,1,3.5379439923201095
32010,3.2.1.50,Heparan Sulfate,Chitinophaga pinensis,GH89,1,3.13218186064423
32011,3.2.1.50,Heparan Sulfate,Bacteroides xylanisolvens,CBM32,1,5.75584866860618
32012,3.2.1.50,Heparan Sulfate,Bacteroides thetaiotaomicron,CBM32,1,5.668359111645381
32013,3.2.1.50,Heparan Sulfate,Roseburia intestinalis,CBM32,1,5.494855325243269
32014,3.2.1.50,Heparan Sulfate,Thermobaculum terrenum,CBM32,1,2.79176510014744
32015,3.2.1.50,Heparan Sulfate,Yersinia enterocolitica,CBM32,1,3.2066163388761
32016,3.2.1.50,Heparan Sulfate,Xanthomonas axonopodis,GH89,1,1.90226110578444
32017,3.2.1.50,Heparan Sulfate,Pedobacter heparinus,GH89,1,3.5379439923201095
32018,3.2.1.50,Heparan Sulfate,Bacteroides xylanisolvens,GH89,1,5.75584866860618
32019,3.2.1.50,Heparan Sulfate,Bifidobacterium bifidum,CBM32,1,5.0138339650387005
32020,3.2.1.50,Heparan Sulfate,Zunongwangia profunda,GH89,1,3.4931793177685697
32021,3.2.1.50,Heparan Sulfate,Bacteroides xylanisolvens,GH89,1,5.75584866860618
32022,3.2.1.50,Heparan Sulfate,Bifidobacterium bifidum,CBM32,1,5.0138339650387005
32023,3.2.1.50,Heparan Sulfate,Thermosipho africanus,CBM32,0,2.11871883183128
32024,3.2.1.50,Heparan Sulfate,Stigmatella aurantiaca,CBM32,1,2.8978496090872206
32025,3.2.1.50,Heparan Sulfate,Saccharophagus degradans,CBM32,0,2.10550242228245
32026,3.2.1.50,Heparan Sulfate,Stenotrophomonas maltophilia,CBM32,1,2.8155649179837696
32027,3.2.1.50,Heparan Sulfate,Bacteroides xylanisolvens,GH89,1,5.75584866860618
32028,3.2.1.50,Heparan Sulfate,Akkermansia muciniphila,GH89,1,5.31745977923797
32029,3.2.1.50,Heparan Sulfate,Herpetosiphon aurantiacus,CBM32,1,2.46721973706614
32030,3.2.1.50,Heparan Sulfate,Bacteroides fragilis,CBM32,1,5.3304405525083
32031,3.2.1.50,Heparan Sulfate,Xanthomonas campestris,CBM32,1,2.8363215345072503
32032,3.2.1.50,Heparan Sulfate,Pirellula staleyi,CBM32,0,1.3625267264909802
32033,3.2.1.50,Heparan Sulfate,Salinispora arenicola,CBM32,1,2.4616967147545896
32034,3.2.1.50,Heparan Sulfate,Dictyoglomus thermophilum,CBM32,1,2.5979890894941096
32035,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32036,3.2.1.50,Heparan Sulfate,Bacteroides thetaiotaomicron,GH89,1,5.668359111645381
32037,3.2.1.50,Heparan Sulfate,Streptomyces bingchenggensis,GH89,1,2.54626192656466
32038,3.2.1.50,Heparan Sulfate,Kitasatospora setae,CBM32,1,2.8978496090872206
32039,3.2.1.50,Heparan Sulfate,Clostridium cellulovorans,CBM32,1,4.29596725530513
32040,3.2.1.50,Heparan Sulfate,Bacteroides thetaiotaomicron,GH89,1,5.668359111645381
32041,3.2.1.50,Heparan Sulfate,Kitasatospora setae,CBM32,1,2.8978496090872206
32042,3.2.1.50,Heparan Sulfate,Streptomyces bingchenggensis,GH89,1,2.54626192656466
32043,3.2.1.50,Heparan Sulfate,Stenotrophomonas maltophilia,CBM32,1,2.8155649179837696
32044,3.2.1.50,Heparan Sulfate,Streptomyces ambofaciens,CBM32,1,2.5139691602838
32045,3.2.1.50,Heparan Sulfate,Clostridium perfringens,CBM32,1,4.09243971490905
32046,3.2.1.50,Heparan Sulfate,Clostridium perfringens,CBM32,1,4.09243971490905
32047,3.2.1.50,Heparan Sulfate,Bacteroides fragilis,CBM32,1,5.3304405525083
32048,3.2.1.50,Heparan Sulfate,Streptococcus suis,CBM32,1,4.75869111023251
32049,3.2.1.50,Heparan Sulfate,Bacteroides fragilis,GH89,1,5.3304405525083
32050,3.2.1.50,Heparan Sulfate,Prevotella ruminicola,GH89,1,4.4647447951226695
32051,3.2.1.50,Heparan Sulfate,Clostridium perfringens,GH89,1,4.09243971490905
32052,3.2.1.50,Heparan Sulfate,Salinispora arenicola,CBM32,1,2.4616967147545896
32053,3.2.1.50,Heparan Sulfate,Anaerococcus prevotii,CBM32,1,3.5784568430054504
32054,3.2.1.50,Heparan Sulfate,Bifidobacterium bifidum,CBM32,1,5.0138339650387005
32055,3.2.1.50,Heparan Sulfate,Clostridium perfringens,CBM32,1,4.09243971490905
32056,3.2.1.50,Heparan Sulfate,Paenibacillus sp.,CBM32,1,3.71630119162046
32057,3.2.1.50,Heparan Sulfate,Streptomyces bingchenggensis,CBM32,1,2.54626192656466
32058,3.2.1.50,Heparan Sulfate,Paenibacillus sp.,CBM32,1,3.71630119162046
32059,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32060,3.2.1.50,Heparan Sulfate,Herpetosiphon aurantiacus,CBM32,1,2.46721973706614
32061,3.2.1.50,Heparan Sulfate,Paenibacillus sp.,CBM32,1,3.71630119162046
32062,3.2.1.50,Heparan Sulfate,Clostridium perfringens,CBM32,1,4.09243971490905
32063,3.2.1.50,Heparan Sulfate,Streptococcus mitis,CBM32,1,4.43215794895412
32064,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32065,3.2.1.50,Heparan Sulfate,Kitasatospora setae,CBM32,1,2.8978496090872206
32066,3.2.1.50,Heparan Sulfate,Bacteroides vulgatus,GH89,1,5.9811943271971
32067,3.2.1.50,Heparan Sulfate,Brachybacterium faecium,GH89,1,2.32273342410733
32068,3.2.1.50,Heparan Sulfate,Vibrio vulnificus,CBM32,0,1.6258698866676202
32069,3.2.1.50,Heparan Sulfate,Bacillus cereus,CBM32,1,3.0808679577612503
32070,3.2.1.50,Heparan Sulfate,Streptomyces scabiei,CBM32,1,2.58395741874664
32071,3.2.1.50,Heparan Sulfate,Bifidobacterium bifidum,CBM32,1,5.0138339650387005
32072,3.2.1.50,Heparan Sulfate,Opitutus terrae,CBM32,1,2.84900016087073
32073,3.2.1.50,Heparan Sulfate,Burkholderia lata,CBM32,1,2.6337882964705197
32074,3.2.1.50,Heparan Sulfate,Micromonospora aurantiaca,CBM32,1,2.65674751315687
32075,3.2.1.50,Heparan Sulfate,Bacteroides thetaiotaomicron,CBM32,1,5.668359111645381
32076,3.2.1.50,Heparan Sulfate,Stigmatella aurantiaca,CBM32,1,2.8978496090872206
32077,3.2.1.50,Heparan Sulfate,Bacteroides fragilis,CBM32,1,5.3304405525083
32078,3.2.1.50,Heparan Sulfate,Bifidobacterium bifidum,GH89,1,5.0138339650387005
32079,3.2.1.50,Heparan Sulfate,Streptosporangium roseum,CBM32,1,2.7452359403686297
32080,3.2.1.50,Heparan Sulfate,Streptococcus mitis,CBM32,1,4.43215794895412
32081,3.2.1.50,Heparan Sulfate,Herpetosiphon aurantiacus,CBM32,1,2.46721973706614
32082,3.2.1.50,Heparan Sulfate,Streptomyces griseus,CBM32,1,2.6881320451680497
32083,3.2.1.50,Heparan Sulfate,Cutibacterium acnes,CBM32,1,3.52554168695363
32084,3.2.1.50,Heparan Sulfate,Desulfofarcimen acetoxidans,CBM32,1,3.80884558126227
32085,3.2.1.50,Heparan Sulfate,Geobacillus sp.,CBM32,1,3.64830473035353
32086,3.2.1.50,Heparan Sulfate,Bacteroides vulgatus,CBM32,1,5.9811943271971
32087,3.2.1.50,Heparan Sulfate,Stigmatella aurantiaca,CBM32,1,2.8978496090872206
32088,3.2.1.50,Heparan Sulfate,Lactococcus lactis,CBM32,1,4.5353188775982005
32089,3.2.1.50,Heparan Sulfate,Streptomyces bingchenggensis,CBM32,1,2.54626192656466
32090,3.2.1.50,Heparan Sulfate,Kitasatospora setae,CBM32,1,2.8978496090872206
32091,3.2.1.50,Heparan Sulfate,Salinispora arenicola,CBM32,1,2.4616967147545896
32092,3.2.1.50,Heparan Sulfate,Lactobacillus plantarum,CBM32,1,3.4832886780958905
32093,3.2.1.50,Heparan Sulfate,Bacteroides xylanisolvens,CBM32,1,5.75584866860618
32094,3.2.1.50,Heparan Sulfate,Streptomyces griseus,CBM32,1,2.6881320451680497
32095,3.2.1.50,Heparan Sulfate,Saccharophagus degradans,CBM32,0,2.10550242228245
32096,3.2.1.50,Heparan Sulfate,Pectobacterium carotovorum,CBM32,1,3.14644261114384
32097,3.2.1.50,Heparan Sulfate,Streptomyces ambofaciens,CBM32,1,2.5139691602838
32098,3.2.1.50,Heparan Sulfate,Streptococcus equi,CBM32,1,3.49121082104918
32099,3.2.1.50,Heparan Sulfate,Streptomyces bingchenggensis,CBM32,1,2.54626192656466
32100,3.2.1.50,Heparan Sulfate,Colwellia psychrerythraea,CBM32,1,2.10908848869395
32101,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32102,3.2.1.50,Heparan Sulfate,Kitasatospora setae,CBM32,1,2.8978496090872206
32103,3.2.1.50,Heparan Sulfate,Kribbella flavida,CBM32,1,2.57475751184268
32104,3.2.1.50,Heparan Sulfate,Herpetosiphon aurantiacus,CBM32,1,2.46721973706614
32105,3.2.1.50,Heparan Sulfate,Stenotrophomonas maltophilia,CBM32,1,2.8155649179837696
32106,3.2.1.50,Heparan Sulfate,Streptosporangium roseum,CBM32,1,2.7452359403686297
32107,3.2.1.50,Heparan Sulfate,Streptococcus pneumoniae,CBM32,1,3.8980096134335898
32108,3.2.1.50,Heparan Sulfate,Zunongwangia profunda,CBM32,1,3.4931793177685697
32109,3.2.1.50,Heparan Sulfate,Arcanobacterium haemolyticum,CBM32,1,3.0457762626987006
32110,3.2.1.50,Heparan Sulfate,Geobacillus sp.,CBM32,1,3.64830473035353
32111,3.2.1.50,Heparan Sulfate,Flavobacterium johnsoniae,CBM32,1,3.52515534105155
32112,3.2.1.50,Heparan Sulfate,Streptomyces bingchenggensis,CBM32,1,2.54626192656466
32113,3.2.1.50,Heparan Sulfate,Paenibacillus sp.,CBM32,1,3.71630119162046
32114,3.2.1.50,Heparan Sulfate,Bacteroides fragilis,CBM32,1,5.3304405525083
32115,3.2.1.50,Heparan Sulfate,Bacteroides thetaiotaomicron,CBM32,1,5.668359111645381
32116,3.2.1.50,Heparan Sulfate,Bifidobacterium bifidum,CBM32,1,5.0138339650387005
32117,3.2.1.50,Heparan Sulfate,Nocardiopsis dassonvillei,CBM32,1,2.73171608767385
32118,3.2.1.50,Heparan Sulfate,Streptococcus pneumoniae,CBM32,1,3.8980096134335898
32119,3.2.1.50,Heparan Sulfate,Clostridium perfringens,CBM32,1,4.09243971490905
32120,3.2.1.50,Heparan Sulfate,Teredinibacter turnerae,CBM32,1,2.45569995384992
32121,3.2.1.50,Heparan Sulfate,Paenibacillus sp.,CBM32,1,3.71630119162046
32122,3.2.1.50,Heparan Sulfate,Streptococcus pneumoniae,CBM32,1,3.8980096134335898
32123,3.2.1.50,Heparan Sulfate,Kribbella flavida,CBM32,1,2.57475751184268
32124,3.2.1.50,Heparan Sulfate,Cellvibrio japonicus,CBM32,0,2.09748888537804
32125,3.2.1.50,Heparan Sulfate,Stigmatella aurantiaca,CBM32,1,2.8978496090872206
32126,3.2.1.50,Heparan Sulfate,Bacteroides thetaiotaomicron,CBM32,1,5.668359111645381
32127,3.2.1.50,Heparan Sulfate,Streptococcus pneumoniae,CBM32,1,3.8980096134335898
32128,3.2.1.50,Heparan Sulfate,Methylococcus capsulatus,CBM32,1,2.92045983937029
32129,3.2.1.50,Heparan Sulfate,Kitasatospora setae,CBM32,1,2.8978496090872206
32130,3.2.1.50,Heparan Sulfate,Paenibacillus sp.,CBM32,1,3.71630119162046
32131,3.2.1.50,Heparan Sulfate,Kitasatospora setae,CBM32,1,2.8978496090872206
32132,3.2.1.50,Heparan Sulfate,Burkholderia glumae,CBM32,1,3.0624518281896096
32133,3.2.1.50,Heparan Sulfate,Stackebrandtia nassauensis,CBM32,1,2.7054078848331
32134,3.2.1.50,Heparan Sulfate,Chitinophaga pinensis,CBM32,1,3.13218186064423
32135,3.2.1.50,Heparan Sulfate,Desulfitobacterium hafniense,CBM32,1,3.84951197132384
32136,3.2.1.50,Heparan Sulfate,Bifidobacterium longum,CBM32,1,5.04975962481765
32137,3.2.1.50,Heparan Sulfate,Prevotella ruminicola,CBM32,1,4.4647447951226695
32138,3.2.1.50,Heparan Sulfate,Paenibacillus sp.,CBM32,1,3.71630119162046
32139,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32140,3.2.1.50,Heparan Sulfate,Bifidobacterium bifidum,CBM32,1,5.0138339650387005
32141,3.2.1.50,Heparan Sulfate,Microbacterium sp.,CBM32,0,0.9936449051167572
32142,3.2.1.50,Heparan Sulfate,Streptomyces bingchenggensis,CBM32,1,2.54626192656466
32143,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32144,3.2.1.50,Heparan Sulfate,Paenibacillus polymyxa,CBM32,1,3.72719395517451
32145,3.2.1.50,Heparan Sulfate,Clostridium paraputrificum,CBM32,1,2.9732911426663304
32146,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32147,3.2.1.50,Heparan Sulfate,Salmonella arizonae,CBM32,1,3.76920676611681
32148,3.2.1.50,Heparan Sulfate,Streptosporangium roseum,CBM32,1,2.7452359403686297
32149,3.2.1.50,Heparan Sulfate,Streptococcus pneumoniae,CBM32,1,3.8980096134335898
32150,3.2.1.50,Heparan Sulfate,Caldicellulosiruptor kronotskyensis,CBM32,1,3.16266917664214
32151,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32152,3.2.1.50,Heparan Sulfate,Stigmatella aurantiaca,CBM32,1,2.8978496090872206
32153,3.2.1.50,Heparan Sulfate,Haliangium ochraceum,CBM32,1,2.9062750286402403
32154,3.2.1.50,Heparan Sulfate,Paenibacillus sp.,CBM32,1,3.71630119162046
32155,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32156,3.2.1.50,Heparan Sulfate,Saccharophagus degradans,CBM32,0,2.10550242228245
32157,3.2.1.50,Heparan Sulfate,Chitinophaga pinensis,CBM32,1,3.13218186064423
32158,3.2.1.50,Heparan Sulfate,Haliangium ochraceum,CBM32,1,2.9062750286402403
32159,3.2.1.50,Heparan Sulfate,Bacteroides fragilis,CBM32,1,5.3304405525083
32160,3.2.1.50,Heparan Sulfate,Streptococcus suis,CBM32,1,4.75869111023251
32161,3.2.1.50,Heparan Sulfate,Paenibacillus polymyxa,CBM32,1,3.72719395517451
32162,3.2.1.50,Heparan Sulfate,Stigmatella aurantiaca,CBM32,1,2.8978496090872206
32163,3.2.1.50,Heparan Sulfate,Xylella fastidiosa,CBM32,1,2.3137356383051095
32164,3.2.1.50,Heparan Sulfate,Streptosporangium roseum,CBM32,1,2.7452359403686297
32165,3.2.1.50,Heparan Sulfate,Segniliparus rotundus,CBM32,1,2.39227622755837
32166,3.2.1.50,Heparan Sulfate,Saccharophagus degradans,CBM32,0,2.10550242228245
32167,3.2.1.50,Heparan Sulfate,Desulfitobacterium hafniense,CBM32,1,3.84951197132384
32168,3.2.1.50,Heparan Sulfate,Streptococcus pneumoniae,CBM32,1,3.8980096134335898
32169,3.2.1.50,Heparan Sulfate,Salinispora tropica,CBM32,1,2.51207408270967
32170,3.2.1.50,Heparan Sulfate,Streptosporangium roseum,CBM32,1,2.7452359403686297
32171,3.2.1.50,Heparan Sulfate,Bifidobacterium bifidum,CBM32,1,5.0138339650387005
32172,3.2.1.50,Heparan Sulfate,Desulfofarcimen acetoxidans,CBM32,1,3.80884558126227
32173,3.2.1.50,Heparan Sulfate,Flavobacterium johnsoniae,GH89,1,3.52515534105155
32174,3.2.1.50,Heparan Sulfate,Clostridium beijerinckii,CBM32,1,4.1721923270502295
32175,3.2.1.50,Heparan Sulfate,Streptomyces scabiei,GH89,1,2.58395741874664
32176,3.2.1.50,Heparan Sulfate,Saccharophagus degradans,CBM32,0,2.10550242228245
32177,3.2.1.50,Heparan Sulfate,Brevibacillus brevis,CBM32,1,3.5894698447259503
32178,3.2.1.50,Heparan Sulfate,Stigmatella aurantiaca,CBM32,1,2.8978496090872206
32179,3.2.1.50,Heparan Sulfate,Clostridium perfringens,CBM32,1,4.09243971490905
32180,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32181,3.2.1.50,Heparan Sulfate,Chitinophaga pinensis,CBM32,1,3.13218186064423
32182,3.2.1.50,Heparan Sulfate,Cutibacterium acnes,CBM32,1,3.52554168695363
32183,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32184,3.2.1.50,Heparan Sulfate,Bacteroides fragilis,CBM32,1,5.3304405525083
32185,3.2.1.50,Heparan Sulfate,Streptomyces ambofaciens,CBM32,1,2.5139691602838
32186,3.2.1.50,Heparan Sulfate,Colwellia psychrerythraea,CBM32,1,2.10908848869395
32187,3.2.1.50,Heparan Sulfate,Clostridium perfringens,CBM32,1,4.09243971490905
32188,3.2.1.50,Heparan Sulfate,Paenibacillus sp.,CBM32,1,3.71630119162046
32189,3.2.1.50,Heparan Sulfate,Streptomyces griseus,CBM32,1,2.6881320451680497
32190,3.2.1.50,Heparan Sulfate,Myxococcus xanthus,CBM32,1,3.04510264998944
32191,3.2.1.50,Heparan Sulfate,Streptosporangium roseum,CBM32,1,2.7452359403686297
32192,3.2.1.50,Heparan Sulfate,Bacteroides thetaiotaomicron,CBM32,1,5.668359111645381
32193,3.2.1.50,Heparan Sulfate,Chitinophaga pinensis,CBM32,1,3.13218186064423
32194,3.2.1.50,Heparan Sulfate,Bacteroides vulgatus,CBM32,1,5.9811943271971
32195,3.2.1.50,Heparan Sulfate,Caldicellulosiruptor kronotskyensis,CBM32,1,3.16266917664214
32196,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32197,3.2.1.50,Heparan Sulfate,Paenibacillus sp.,CBM32,1,3.71630119162046
32198,3.2.1.50,Heparan Sulfate,Clostridium perfringens,CBM32,1,4.09243971490905
32199,3.2.1.50,Heparan Sulfate,Bacillus cereus,CBM32,1,3.0808679577612503
32200,3.2.1.50,Heparan Sulfate,Kribbella flavida,CBM32,1,2.57475751184268
32201,3.2.1.50,Heparan Sulfate,Bifidobacterium longum,CBM32,1,5.04975962481765
32202,3.2.1.50,Heparan Sulfate,Paenibacillus sp.,CBM32,1,3.71630119162046
32203,3.2.1.50,Heparan Sulfate,Kribbella flavida,CBM32,1,2.57475751184268
32204,3.2.1.50,Heparan Sulfate,Paenibacillus polymyxa,CBM32,1,3.72719395517451
32205,3.2.1.50,Heparan Sulfate,Paenibacillus sp.,CBM32,1,3.71630119162046
32206,3.2.1.50,Heparan Sulfate,Bacteroides xylanisolvens,CBM32,1,5.75584866860618
32207,3.2.1.50,Heparan Sulfate,Streptosporangium roseum,CBM32,1,2.7452359403686297
32208,3.2.1.50,Heparan Sulfate,Dickeya dadantii,CBM32,1,3.17305321355402
32209,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32210,3.2.1.50,Heparan Sulfate,Streptococcus pneumoniae,CBM32,1,3.8980096134335898
32211,3.2.1.50,Heparan Sulfate,Herpetosiphon aurantiacus,CBM32,1,2.46721973706614
32212,3.2.1.50,Heparan Sulfate,Streptomyces bingchenggensis,CBM32,1,2.54626192656466
32213,3.2.1.50,Heparan Sulfate,Caldicellulosiruptor kronotskyensis,CBM32,1,3.16266917664214
32214,3.2.1.50,Heparan Sulfate,Streptomyces scabiei,CBM32,1,2.58395741874664
32215,3.2.1.50,Heparan Sulfate,Kitasatospora setae,CBM32,1,2.8978496090872206
32216,3.2.1.50,Heparan Sulfate,Streptosporangium roseum,CBM32,1,2.7452359403686297
32217,3.2.1.50,Heparan Sulfate,Streptomyces bingchenggensis,CBM32,1,2.54626192656466
32218,3.2.1.50,Heparan Sulfate,Burkholderia cenocepacia,CBM32,1,2.6632988534707205
32219,3.2.1.50,Heparan Sulfate,Micromonospora aurantiaca,CBM32,1,2.65674751315687
32220,3.2.1.50,Heparan Sulfate,Lachnoclostridium phytofermentans,CBM32,1,4.4406206293143
32221,3.2.1.50,Heparan Sulfate,Streptosporangium roseum,CBM32,1,2.7452359403686297
32222,3.2.1.50,Heparan Sulfate,Streptomyces griseus,CBM32,1,2.6881320451680497
32223,3.2.1.50,Heparan Sulfate,Pedobacter heparinus,CBM32,1,3.5379439923201095
32224,3.2.1.50,Heparan Sulfate,Akkermansia muciniphila,CBM32,1,5.31745977923797
32225,3.2.1.50,Heparan Sulfate,Streptomyces ambofaciens,CBM32,1,2.5139691602838
32226,3.2.1.50,Heparan Sulfate,Kribbella flavida,CBM32,1,2.57475751184268
32227,3.2.1.50,Heparan Sulfate,Paludibacter propionicigenes,CBM32,1,3.91016074253106
32228,3.2.1.50,Heparan Sulfate,Chitinophaga pinensis,CBM32,1,3.13218186064423
32229,3.2.1.50,Heparan Sulfate,Saccharopolyspora erythraea,CBM32,1,2.8299543305236
32230,3.2.1.50,Heparan Sulfate,Kitasatospora setae,CBM32,1,2.8978496090872206
32231,3.2.1.50,Heparan Sulfate,Caldicellulosiruptor owensensis,CBM32,1,3.1050775947591096
32232,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32233,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32234,3.2.1.50,Heparan Sulfate,Sanguibacter keddieii,CBM32,1,2.85570130833601
32235,3.2.1.50,Heparan Sulfate,Streptosporangium roseum,CBM32,1,2.7452359403686297
32236,3.2.1.50,Heparan Sulfate,Hahella chejuensis,CBM32,0,2.20484460903575
32237,3.2.1.50,Heparan Sulfate,Saccharophagus degradans,CBM32,0,2.10550242228245
32238,3.2.1.50,Heparan Sulfate,Caldicellulosiruptor hydrothermalis,CBM32,1,3.0839060662181
32239,3.2.1.50,Heparan Sulfate,Streptomyces scabiei,CBM32,1,2.58395741874664
32240,3.2.1.50,Heparan Sulfate,Kribbella flavida,CBM32,1,2.57475751184268
32241,3.2.1.50,Heparan Sulfate,Paenibacillus polymyxa,CBM32,1,3.72719395517451
32242,3.2.1.50,Heparan Sulfate,Streptococcus pneumoniae,CBM32,1,3.8980096134335898
32243,3.2.1.50,Heparan Sulfate,Cellvibrio japonicus,CBM32,0,2.09748888537804
32244,3.2.1.50,Heparan Sulfate,Myxococcus xanthus,CBM32,1,3.04510264998944
32245,3.2.1.50,Heparan Sulfate,Bacteroides thetaiotaomicron,CBM32,1,5.668359111645381
32246,3.2.1.50,Heparan Sulfate,Clostridium cellulovorans,CBM32,1,4.29596725530513
32247,3.2.1.50,Heparan Sulfate,Streptomyces ambofaciens,GH89,1,2.5139691602838
32248,3.2.1.50,Heparan Sulfate,Lachnoclostridium phytofermentans,CBM32,1,4.4406206293143
32249,3.2.1.50,Heparan Sulfate,Lactobacillus johnsonii,CBM32,1,3.82198804499448
32250,3.2.1.50,Heparan Sulfate,Lactococcus lactis,CBM32,1,4.5353188775982005
32251,3.2.1.50,Heparan Sulfate,Chitinophaga pinensis,CBM32,1,3.13218186064423
32252,3.2.1.50,Heparan Sulfate,Sorangium cellulosum,CBM32,1,2.50258378723307
32253,3.2.1.50,Heparan Sulfate,Clostridium perfringens,CBM32,1,4.09243971490905
32254,3.2.1.50,Heparan Sulfate,Chitinophaga pinensis,CBM32,1,3.13218186064423
32255,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32256,3.2.1.50,Heparan Sulfate,Saccharophagus degradans,CBM32,0,2.10550242228245
32257,3.2.1.50,Heparan Sulfate,Beutenbergia cavernae,CBM32,1,2.7427122192020805
32258,3.2.1.50,Heparan Sulfate,Haliangium ochraceum,CBM32,1,2.9062750286402403
32259,3.2.1.50,Heparan Sulfate,Haliangium ochraceum,CBM32,1,2.9062750286402403
32260,3.2.1.50,Heparan Sulfate,Caldicellulosiruptor kronotskyensis,CBM32,1,3.16266917664214
32261,3.2.1.50,Heparan Sulfate,Mycoplasma crocodyli,CBM32,1,2.7179158765872202
32262,3.2.1.50,Heparan Sulfate,Kitasatospora setae,CBM32,1,2.8978496090872206
32263,3.2.1.50,Heparan Sulfate,Bacteroides fragilis,CBM32,1,5.3304405525083
32264,3.2.1.50,Heparan Sulfate,Clostridium perfringens,CBM32,1,4.09243971490905
32265,3.2.1.50,Heparan Sulfate,Stenotrophomonas maltophilia,CBM32,1,2.8155649179837696
32266,3.2.1.50,Heparan Sulfate,Bacteroides fragilis,CBM32,1,5.3304405525083
32267,3.2.1.50,Heparan Sulfate,Bifidobacterium bifidum,CBM32,1,5.0138339650387005
32268,3.2.1.50,Heparan Sulfate,Xylella fastidiosa,CBM32,1,2.3137356383051095
32269,3.2.1.50,Heparan Sulfate,Brevundimonas subvibrioides,CBM32,1,2.5254862740124504
32270,3.2.1.50,Heparan Sulfate,Dyadobacter fermentans,CBM32,1,3.41798356307307
32271,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
32272,3.2.1.50,Heparan Sulfate,Bifidobacterium bifidum,CBM32,1,5.0138339650387005
32273,3.2.1.50,Heparan Sulfate,Bacteroides thetaiotaomicron,CBM32,1,5.668359111645381
32274,3.2.1.50,Heparan Sulfate,Paenibacillus sp.,CBM32,1,3.71630119162046
32275,3.2.1.50,Heparan Sulfate,Bacteroides thetaiotaomicron,CBM32,1,5.668359111645381
32276,3.2.1.50,Heparan Sulfate,Streptosporangium roseum,CBM32,1,2.7452359403686297
32277,3.2.1.50,Heparan Sulfate,Mycobacterium marinum,CBM32,0,2.21015986971309
32278,3.2.1.50,Heparan Sulfate,Myxococcus xanthus,CBM32,1,3.04510264998944
32279,3.2.1.50,Heparan Sulfate,Streptococcus pneumoniae,CBM32,1,3.8980096134335898
32280,3.2.1.50,Heparan Sulfate,Nocardiopsis dassonvillei,CBM32,1,2.73171608767385
32281,3.2.1.50,Heparan Sulfate,Streptosporangium roseum,CBM32,1,2.7452359403686297
32282,3.2.1.50,Heparan Sulfate,Myxococcus fulvus,CBM32,1,3.0877582637242096
32283,3.2.1.50,Heparan Sulfate,Burkholderia ambifaria,CBM32,1,2.82251976837784
32284,3.2.1.50,Heparan Sulfate,Caldicellulosiruptor kronotskyensis,CBM32,1,3.16266917664214
32285,3.2.1.50,Heparan Sulfate,Bacteroides thetaiotaomicron,CBM32,1,5.668359111645381
32286,3.2.1.50,Heparan Sulfate,Catenulispora acidiphila,CBM32,1,2.8865341235953905
